TimeOfDay,Price,10minStDev,10minAverage,Bollinger,Volume
11:59:56,535.2,0.10641589448741,535.0636363636363,--,15500524.0
12:00:57,535.11,0.10320193126868901,535.070909090909,--,15522053.0
12:01:56,534.99,0.08533004822442672,535.0563636363637,--,15557173.0
12:02:56,534.93,0.091853769390113,535.0509090909092,--,15602890.0
12:03:56,534.9,0.10181190948804963,535.0481818181817,--,15623772.0
12:04:56,535.03,0.10169561690345898,535.0563636363636,--,15635294.0
12:05:56,535.0,0.10298585169765827,535.06,--,15652230.0
12:06:56,535.06,0.10281609558648978,535.0672727272727,--,15677987.0
12:07:56,535.25,0.10548517651460375,535.0727272727272,--,15695130.0
12:08:56,535.3,0.1184824529642084,535.0845454545453,--,15736137.0
12:09:56,535.32,0.1321497681881119,535.0990909090908,--,15755961.0
12:10:56,535.36,0.14591378947668762,535.1136363636363,--,15771582.0
12:11:56,535.5,0.17985050975817224,535.1490909090909,--,15835779.0
12:12:56,535.48,0.1984962249384544,535.1936363636364,--,15872899.0
12:13:56,535.48,0.2077273179377238,535.2436363636363,--,15908229.0
12:14:56,535.26,0.2029256339712595,535.2763636363636,--,15940338.0
12:15:56,535.39,0.2042320831840008,535.3090909090909,--,15972105.0
12:16:56,535.48,0.20701702365789668,535.3527272727272,--,16000868.0
12:17:57,535.58,0.21400162199129477,535.4,--,16056034.0
12:18:56,535.51,0.2088489437183939,535.4236363636363,--,16091458.0
12:19:56,535.57,0.20185856940838692,535.4481818181818,--,16105589.0
12:20:56,535.58,0.19332454620484815,535.4718181818181,--,16384441.0
12:21:56,535.55,0.1794266266475779,535.4890909090908,--,16414400.0
12:22:56,535.6,0.14812857127801543,535.4981818181818,--,16439198.0
12:23:56,535.59,0.12286463081639647,535.508181818182,--,16480699.0
12:24:56,535.67,0.10916147855222613,535.5254545454545,--,16513626.0
12:25:56,535.73,0.11946694779450312,535.5681818181819,--,16579588.0
12:26:56,535.64,0.1178826473976654,535.5909090909091,--,16606457.0
12:27:56,535.72,0.11605977889212223,535.6127272727273,--,16625443.0
12:28:56,535.8,0.11431565562495317,535.6327272727273,--,16661215.0
12:29:56,535.91,0.1329139409636001,535.669090909091,--,16691762.0
12:30:56,536.15,0.18161579645132978,535.7218181818182,--,16783777.0
12:31:56,536.14,0.2101975744043676,535.7727272727274,--,16843633.0
12:32:56,536.0,0.21680211143377104,535.8136363636364,--,16893932.0
12:33:56,535.95,0.21692007758637852,535.8454545454547,--,16924753.0
12:34:56,535.71,0.2199846316604173,535.8563636363637,--,16977714.0
12:35:57,535.73,0.21925665004170067,535.8618181818183,--,17009866.0
12:36:56,535.63,0.22405976850999054,535.8527272727274,--,17053124.0
12:37:57,535.56,0.23956493875311027,535.8454545454546,--,17086727.0
12:38:57,535.54,0.25286918543714854,535.829090909091,--,17114520.0
12:39:57,535.53,0.26124981351927784,535.8045454545454,--,17145885.0
12:40:56,535.51,0.2627454310405457,535.7681818181818,--,17163654.0
12:41:56,535.37,0.249208664933008,535.6972727272728,--,17198452.0
12:42:56,535.32,0.24119194372743682,535.6227272727273,--,17245715.0
12:43:57,535.5,0.2357095208341845,535.5772727272725,--,17275607.0
12:44:57,535.52,0.23365662194709294,535.5381818181819,--,17291185.0
12:45:56,535.49,0.22960865671110345,535.5181818181819,--,17309934.0
12:46:57,535.29,0.23315189181767412,535.4781818181817,--,17345913.0
12:47:57,535.09,0.24556670226071295,535.4290909090909,--,17386790.0
12:48:57,534.96,0.26175920478992243,535.3745454545455,--,17418443.0
12:49:56,535.27,0.24799617674760657,535.35,--,17492280.0
12:50:56,535.61,0.2458785746635549,535.3572727272726,--,17540188.0
12:51:56,535.45,0.23510168524321973,535.3518181818182,--,17602171.0
12:52:56,535.58,0.22250891640850193,535.3709090909091,--,17888608.0
12:53:56,535.59,0.21123371995915202,535.3954545454545,--,17914904.0
12:54:57,535.89,0.25147020740860787,535.430909090909,--,17951014.0
12:55:56,536.18,0.32615189153001395,535.4909090909091,--,18016401.0
12:56:57,536.28,0.3912464429402944,535.5627272727273,--,18100525.0
12:57:57,536.32,0.4357660336271133,535.6563636363636,--,18188990.0
12:58:57,536.18,0.4425205280334764,535.7554545454545,--,18305668.0
12:59:56,536.31,0.44401961497476683,535.8781818181818,--,18336934.0
13:00:56,536.22,0.4500045078662273,535.9645454545454,--,18382235.0
13:01:57,535.85,0.4454077391499367,535.9863636363635,--,18435118.0
13:02:57,535.78,0.45010066492394923,536.0163636363636,--,18463560.0
13:03:57,535.84,0.44972493471518316,536.0400000000001,--,18494330.0
13:04:57,535.85,0.4505118551496075,536.0636363636363,--,18521009.0
13:05:56,536.04,0.42886690468999433,536.0772727272727,--,18540935.0
13:06:56,536.06,0.3751835013088753,536.0663636363635,--,18561098.0
13:07:56,536.01,0.306730780327477,536.0418181818181,--,18576661.0
13:08:56,536.06,0.23282006801845503,536.0181818181819,--,18599274.0
13:09:56,535.97,0.19467092578593054,535.9990909090909,--,18623263.0
13:10:57,535.93,0.14509899726829328,535.9645454545455,--,18650314.0
13:11:57,536.13,0.13364929380295218,535.9563636363637,--,18688545.0
13:12:56,536.14,0.1357213524086017,535.9827272727273,--,18728278.0
13:13:56,536.19,0.1263672037072896,536.02,--,18759398.0
13:14:57,536.08,0.11164604098361,536.0418181818181,--,18811064.0
13:15:57,536.14,0.09372618655734051,536.0681818181818,--,18833695.0
13:16:57,536.22,0.10161838425221802,536.0845454545455,--,18853670.0
13:17:57,536.11,0.1017956734270922,536.0890909090908,--,18879029.0
13:18:57,536.2,0.10520167744690147,536.1063636363637,--,18903367.0
13:19:56,536.3,0.11658553223306879,536.1281818181819,--,18923159.0
13:20:57,536.21,0.11765425796684059,536.1500000000001,--,18945069.0
13:21:57,536.32,0.1240149769196115,536.1854545454546,--,18993967.0
13:22:57,536.38,0.1237845490176513,536.2081818181819,--,19026239.0
13:23:57,536.71,0.1774347638344052,536.2600000000001,--,19158151.0
13:24:57,536.78,0.2205177978611829,536.3136363636363,--,19239030.0
13:25:57,536.59,0.2308780157393891,536.36,--,19313519.0
13:26:57,536.42,0.2300961808500182,536.3854545454545,--,19379853.0
13:27:57,536.34,0.22707942192490488,536.3963636363636,--,19416556.0
13:28:56,536.16,0.23833050056195623,536.4009090909091,--,19533761.0
13:29:57,536.16,0.24722942620379512,536.3972727272727,--,19578208.0
13:30:56,536.22,0.24711513573238203,536.39,--,19638495.0
13:31:57,536.3,0.24822359107170594,536.3981818181818,--,19690534.0
13:32:57,536.29,0.2469417753656363,536.3954545454545,--,19740725.0
13:33:57,536.19,0.24802374404644084,536.3781818181818,--,19769156.0
13:34:57,536.29,0.20816810377433526,536.34,--,19791043.0
13:35:57,536.25,0.15401513288317992,536.2918181818181,--,19808405.0
13:36:56,536.2,0.1385654201357579,536.2563636363637,--,19833620.0
13:37:57,536.03,0.14968361323848026,536.2209090909091,--,19867425.0
13:38:57,535.98,0.1614197900198919,536.1881818181818,--,19945314.0
13:39:57,536.14,0.14482975316021707,536.1863636363637,--,19975541.0
13:40:57,535.95,0.14194791692539327,536.1672727272728,--,20008477.0
13:41:57,535.93,0.1468530393848248,536.1409090909091,--,20032994.0
13:42:56,535.96,0.15078108680548363,536.11,--,20062948.0
13:43:57,536.1,0.1474068361945103,536.0927272727272,--,20099222.0
13:44:57,536.08,0.13605198546810995,536.0827272727273,--,20118932.0
13:45:57,535.86,0.14611137853068965,536.0436363636363,--,20162571.0
13:46:57,536.01,0.145609937656752,536.0218181818182,--,20195014.0
13:47:57,536.18,0.15244907760366344,536.02,--,20228346.0
13:48:57,536.19,0.14874253796257716,536.0345454545454,--,20255813.0
13:49:57,536.1,0.13584861420150304,536.0454545454545,--,20308979.0
13:50:57,536.16,0.13933646557386864,536.0472727272728,--,20347556.0
13:51:57,536.18,0.12751364447253766,536.0681818181819,--,20379214.0
13:52:57,536.31,0.1269704201903063,536.1027272727272,--,20399420.0
13:53:57,536.31,0.1299022923574709,536.1345454545454,--,20463463.0
13:54:57,536.16,0.13002369315383988,536.1399999999999,--,20499276.0
13:55:57,536.14,0.13003149361337946,536.1454545454545,--,20574058.0
13:56:57,536.22,0.11832794526061798,536.1781818181819,--,20594128.0
13:57:57,536.31,0.12240269291831418,536.2054545454546,--,20628380.0
13:58:57,536.17,0.11297626460294226,536.2045454545455,--,20673147.0
13:59:57,535.92,0.12927556342855134,536.18,--,20709268.0
14:00:57,535.32,0.27027311783984326,536.1090909090908,--,20842742.0
14:01:57,535.23,0.35956010773494546,536.0245454545455,--,20973245.0
14:02:57,535.24,0.4154234395284778,535.9390909090909,--,21064008.0
14:03:57,534.98,0.4822230483600193,535.8181818181819,--,21143938.0
14:04:57,534.83,0.5440454940759364,535.6836363636364,--,21247131.0
14:05:57,534.58,0.6162231366719284,535.5400000000001,--,21414210.0
14:06:57,534.58,0.6637655823478086,535.3981818181818,--,21604193.0
14:07:57,534.58,0.6936311644790538,535.2490909090909,--,21739614.0
14:08:57,534.31,0.7295639013141043,535.0672727272727,--,21865833.0
14:09:57,534.32,0.750094008633652,534.8990909090909,--,22017675.0
14:10:57,534.19,0.7643151744865341,534.7418181818182,--,22116176.0
14:11:57,534.12,0.7426108327958207,534.6327272727272,--,22172379.0
14:12:57,534.18,0.7111144046275454,534.5372727272727,--,22259768.0
14:13:57,534.0,0.6911144757799391,534.4245454545454,--,22353002.0
14:14:57,533.64,0.6735718955109415,534.3027272727272,--,22524393.0
14:16:00,533.95,0.6278661703529972,534.2227272727273,--,22683794.0
14:16:57,533.85,0.5647713845037394,534.1563636363636,--,22800307.0
14:17:57,533.76,0.5172285707888017,534.0818181818181,--,22874722.0
14:18:57,533.79,0.4808606577807231,534.0099999999999,--,23200742.0
14:19:57,533.92,0.4235145073564248,533.9745454545454,--,23301891.0
14:20:57,534.47,0.4122898800043439,533.9881818181817,--,23492223.0
14:21:57,534.52,0.4064402649291079,534.0181818181819,--,23607641.0
14:22:57,534.44,0.39410151357897716,534.0472727272728,--,23696665.0
14:23:57,534.4,0.3921432564557849,534.0672727272728,--,23784616.0
14:24:57,534.43,0.38329211768971216,534.1063636363638,--,23844930.0
14:25:57,534.48,0.3391439703238625,534.1827272727273,--,23893659.0
14:26:57,534.66,0.3517706632867217,534.2472727272727,--,23956474.0
14:27:58,534.76,0.36334430420182845,534.33,--,24005954.0
14:28:57,534.8,0.3679932176880908,534.4245454545454,--,24108280.0
14:29:57,534.74,0.36849716115064474,534.5109090909091,--,24164715.0
14:30:57,534.73,0.3707331254933536,534.5845454545454,--,24219972.0
14:31:58,534.83,0.34706269880895635,534.6172727272726,--,24259819.0
14:32:57,534.73,0.31361875624307356,534.6363636363636,--,24300802.0
14:33:57,534.8,0.29307561020708395,534.669090909091,--,24328186.0
14:34:58,534.57,0.27752799521708355,534.6845454545455,--,24432116.0
14:35:57,534.87,0.26348299899390565,534.7245454545456,--,24515927.0
