lastPrice,bidCall,askCall,change,%change,Volume,OpenInterest,impliedVolatility,STRIKE,TIME,lastPrice,bidPut,askPut,change,%change,Volume,OpenInterest,impliedVolatility
0.73 ,0.00 ,0.00 ,0.00 ,0.00% ,"87,001 ","16,525 ",0.00% ,530.0,09:33:41,2.23 ,0.00 ,0.00 ,0.00 ,0.00% ,"7,668 ","11,636 ",0.20% 
0.73 ,0.00 ,0.00 ,0.00 ,0.00% ,"87,001 ","16,525 ",0.00% ,530.0,09:34:41,2.23 ,0.00 ,0.00 ,0.00 ,0.00% ,"7,668 ","11,636 ",0.39% 
0.73 ,0.00 ,0.00 ,0.00 ,0.00% ,"87,001 ","16,525 ",0.00% ,530.0,09:35:40,2.23 ,0.00 ,0.00 ,0.00 ,0.00% ,"7,668 ","11,636 ",0.39% 
0.73 ,0.00 ,0.00 ,0.00 ,0.00% ,"87,001 ","16,525 ",0.00% ,530.0,09:36:40,2.23 ,0.00 ,0.00 ,0.00 ,0.00% ,"7,668 ","11,636 ",0.20% 
0.73 ,0.00 ,0.00 ,0.00 ,0.00% ,"87,001 ","16,525 ",0.00% ,530.0,09:37:40,2.23 ,0.00 ,0.00 ,0.00 ,0.00% ,"7,668 ","11,636 ",0.20% 
0.73 ,0.00 ,0.00 ,0.00 ,0.00% ,"87,001 ","16,525 ",0.00% ,530.0,09:38:40,2.23 ,0.00 ,0.00 ,0.00 ,0.00% ,"7,668 ","11,636 ",0.05% 
0.73 ,0.00 ,0.00 ,0.00 ,0.00% ,"87,001 ","16,525 ",0.05% ,530.0,09:39:40,2.23 ,0.00 ,0.00 ,0.00 ,0.00% ,"7,668 ","11,636 ",0.00% 
0.73 ,0.00 ,0.00 ,0.00 ,0.00% ,"87,001 ","16,525 ",0.10% ,530.0,09:40:40,2.23 ,0.00 ,0.00 ,0.00 ,0.00% ,"7,668 ","11,636 ",0.00% 
0.73 ,0.00 ,0.00 ,0.00 ,0.00% ,"87,001 ","16,525 ",0.00% ,530.0,09:41:40,2.23 ,0.00 ,0.00 ,0.00 ,0.00% ,"7,668 ","11,636 ",0.10% 
0.73 ,0.00 ,0.00 ,0.00 ,0.00% ,"87,001 ","16,525 ",0.00% ,530.0,09:42:40,2.23 ,0.00 ,0.00 ,0.00 ,0.00% ,"7,668 ","11,636 ",0.10% 
0.73 ,0.00 ,0.00 ,0.00 ,0.00% ,"87,001 ","16,525 ",0.00% ,530.0,09:43:40,2.23 ,0.00 ,0.00 ,0.00 ,0.00% ,"7,668 ","11,636 ",0.10% 
0.73 ,0.00 ,0.00 ,0.00 ,0.00% ,"87,001 ","16,525 ",0.00% ,530.0,09:44:39,2.23 ,0.00 ,0.00 ,0.00 ,0.00% ,"7,668 ","11,636 ",0.39% 
1.50 ,1.57 ,1.58 ,0.77 ,105.48% ,"1,129 ","16,525 ",13.59% ,530.0,09:45:40,0.84 ,0.85 ,0.87 ,-1.39 ,-62.05% ,"2,060 ","11,636 ",8.52% 
