lastPrice,bidCall,askCall,change,%change,Volume,OpenInterest,impliedVolatility,Underlying,STRIKE,TIME,lastPrice,bidPut,askPut,change,%change,Volume,OpenInterest,impliedVolatility
11.98 ,12.26 ,12.62 ,-2.80 ,-18.94% ,29 ,187 ,36.65% ,533.57,532.0,10:25:03,0.01 ,0.01 ,0.02 ,-0.04 ,-66.67% ,501 ,"13,295 ",18.75% 
12.63 ,12.49 ,12.85 ,-2.15 ,-14.55% ,73 ,187 ,33.99% ,533.57,532.0,15:18:05,0.01 ,0.00 ,0.01 ,-0.04 ,-80.00% ,737 ,"13,295 ",17.58% 
12.63 ,12.36 ,12.72 ,-2.15 ,-14.55% ,73 ,187 ,26.07% ,533.57,532.0,15:28:04,0.01 ,0.00 ,0.01 ,-0.04 ,-80.00% ,738 ,"13,295 ",17.97% 
