TimeOfDay,Price,10minSD,10minAverage,Bollinger,Volume
09:30:03,540.95,0.0,540.95,0,"1,278,447 "
09:31:02,540.82,0.06499999999999773,540.885,0,"1,568,913 "
09:32:02,540.99,0.07257180352357702,540.92,0,"1,692,886 "
09:33:02,540.76,0.0935414346693546,540.88,0,"1,821,116 "
09:34:02,541.05,0.10781465577553516,540.914,0,"1,937,990 "
09:35:03,541.17,0.13707256796632533,540.9566666666666,0,"2,029,178 "
09:36:02,541.12,0.13918127952933737,540.9799999999999,0,"2,181,962 "
09:37:02,541.12,0.13818013605433915,540.9975,0,"2,293,938 "
09:38:02,541.38,0.1772631440040988,541.04,0,"2,393,332 "
09:39:02,541.4,0.19985995096565623,541.0759999999999,0,"2,513,217 "
09:40:02,541.54,0.2326065027551019,541.1181818181817,0,"2,604,295 "
09:41:02,541.51,0.2507970764457053,541.1690909090909,0,"2,688,887 "
09:42:02,541.37,0.2301957485372541,541.2190909090909,0,"2,772,624 "
09:43:02,541.53,0.2336593550767337,541.2681818181818,0,"2,898,541 "
09:44:02,541.36,0.17003159648033933,541.3227272727273,0,"3,035,784 "
09:45:02,541.34,0.14656395100956945,541.3490909090909,0,"3,112,509 "
09:46:02,541.45,0.13726971700491455,541.3745454545453,0,"3,190,071 "
09:47:03,541.58,0.12264306875665161,541.4163636363636,0,"3,236,536 "
09:48:02,541.47,0.07940897382516839,541.4481818181819,0,"3,304,995 "
09:49:02,541.38,0.07940897382516839,541.4481818181819,0,"3,373,235 "
09:50:02,541.4,0.07940897382516839,541.4481818181819,0,"3,424,469 "
09:51:02,541.24,0.09346409572709076,541.420909090909,0,"3,507,368 "
09:52:02,541.16,0.11484808507167368,541.3890909090908,0,"3,680,391 "
09:53:02,541.3,0.11763509905180813,541.3827272727273,0,"3,829,143 "
09:54:02,541.37,0.10802509656374899,541.3681818181817,0,"3,932,677 "
09:55:03,541.31,0.10931794556771127,541.3636363636364,0,"4,062,244 "
09:56:03,541.27,0.1124997704313765,541.3572727272727,0,"4,120,937 "
09:57:02,541.25,0.11220553749540169,541.3390909090908,0,"4,214,110 "
09:58:03,541.4,0.08592712653395052,541.3227272727272,0,"4,273,004 "
09:59:02,541.36,0.07374290832972379,541.3127272727271,0,"4,325,086 "
10:00:02,541.09,0.09402830591927158,541.2863636363635,-1,"4,443,150 "
10:01:02,540.91,0.13623630418692517,541.2418181818181,-1,"4,744,468 "
10:02:02,540.89,0.16970562748477114,541.21,0,"4,863,104 "
10:03:02,540.8,0.20684165700937057,541.1772727272727,0,"4,963,436 "
10:04:02,540.49,0.2809488056656564,541.1036363636364,-1,"5,154,978 "
10:05:02,540.57,0.3050917759224774,541.0309090909091,0,"5,509,569 "
10:06:02,540.47,0.3298033473660906,540.9545454545455,0,"5,671,568 "
10:07:02,540.6,0.32778243136880225,540.8936363636363,0,"5,718,244 "
10:08:03,540.88,0.30786655905085303,540.8599999999999,0,"5,911,954 "
10:09:02,540.58,0.26427821553546044,540.7854545454546,0,"6,010,471 "
10:10:03,540.38,0.21642856168732796,540.6963636363637,0,"6,146,612 "
10:11:02,540.45,0.18678223498442714,540.6381818181818,0,"6,203,128 "
10:12:02,540.41,0.1756075639855013,540.5927272727273,0,"6,259,474 "
10:13:03,540.14,0.19180310151836824,540.5245454545455,-1,"6,378,187 "
10:14:03,540.22,0.18852625483028168,540.4718181818181,0,"6,488,929 "
10:15:02,540.13,0.21228002712775004,540.439090909091,0,"6,664,803 "
10:16:02,540.24,0.2149610766227503,540.4090909090909,0,"6,775,992 "
10:17:02,540.54,0.21768883699461233,540.4154545454546,0,"6,863,336 "
10:18:02,540.63,0.22015771957304411,540.4181818181819,0,"6,940,195 "
10:19:02,540.84,0.21270396142670747,540.4145454545455,1,"7,027,751 "
10:20:02,540.78,0.233592142967605,540.4327272727273,0,"7,113,819 "
10:21:02,540.77,0.2517870016797426,540.4681818181817,0,"7,183,021 "
10:22:02,541.13,0.31521998090799297,540.5300000000001,0,"7,295,633 "
10:23:02,540.91,0.33032666026122637,540.5754545454546,0,"7,391,573 "
10:24:02,541.09,0.3293745638415089,540.6618181818183,0,"7,449,493 "
10:25:03,541.16,0.325578950321672,540.7472727272727,0,"7,566,353 "
10:26:03,540.94,0.2632818933612837,540.8209090909091,0,"7,741,976 "
10:27:02,541.0,0.19178586543804824,540.89,0,"7,836,966 "
10:28:02,541.03,0.15950854273866255,540.9345454545454,0,"7,930,345 "
10:29:02,540.93,0.12755164243397113,540.9618181818182,0,"7,963,210 "
10:30:02,540.85,0.12671305515655448,540.9627272727272,0,"8,027,013 "
10:31:02,540.74,0.1323531464374765,540.9590909090908,0,"8,084,207 "
10:32:02,540.5,0.18117613912551586,540.9345454545454,-1,"8,146,235 "
10:33:02,540.29,0.2475633319088012,540.8581818181818,-1,"8,246,226 "
10:34:03,540.42,0.2766117307468756,540.8136363636364,0,"8,333,134 "
10:35:02,540.45,0.27965445029580327,540.7554545454544,0,"8,367,335 "
10:36:03,540.34,0.2710402367128456,540.680909090909,0,"8,400,949 "
10:37:03,540.18,0.2922271277874059,540.6118181818182,0,"8,456,576 "
10:38:02,539.99,0.31371672224824126,540.52,0,"8,524,708 "
10:39:02,540.13,0.2861918676761574,540.4381818181819,0,"8,637,057 "
10:40:02,539.9,0.2783511071344634,540.3445454545455,0,"8,927,934 "
10:41:02,540.05,0.23843497996188975,540.2718181818182,0,"9,017,364 "
10:42:02,540.17,0.18756816942600357,540.22,0,"9,101,411 "
10:43:02,540.28,0.16727766791123383,540.1999999999999,0,"9,210,727 "
10:44:02,540.46,0.18207708838760558,540.2154545454545,0,"9,298,569 "
10:45:02,540.53,0.19555811209616739,540.2254545454546,0,"9,386,697 "
10:46:02,540.37,0.1884297883137659,540.2181818181818,0,"9,465,447 "
10:47:02,540.68,0.2293252769422248,540.249090909091,0,"9,540,886 "
10:48:03,540.71,0.2629583758658775,540.2972727272727,0,"9,607,400 "
10:49:03,540.74,0.27153983924560154,540.3654545454546,0,"9,641,792 "
10:50:02,540.72,0.27792917820765517,540.4190909090909,0,"9,688,241 "
10:51:03,540.9,0.2559474377857638,540.51,0,"9,739,330 "
10:52:03,540.79,0.22107550783678237,540.5772727272727,0,"9,779,624 "
10:53:02,541.01,0.21210086482497703,540.6536363636363,0,"9,819,434 "
10:54:03,541.28,0.24433076077553575,540.7445454545455,1,"9,916,280 "
10:55:02,541.22,0.2609866846924897,540.8136363636363,0,"9,965,630 "
10:56:02,541.24,0.2704816640338347,540.8781818181818,0,"10,057,414 "
10:57:02,541.22,0.23309629833509313,540.9554545454546,0,"10,097,177 "
10:58:02,541.07,0.21765086911484252,540.9909090909091,0,"10,150,233 "
10:59:03,541.2,0.20539822236832753,541.0354545454545,0,"10,182,545 "
11:00:03,541.21,0.18760782023913472,541.0781818181817,0,"10,235,673 "
11:01:02,541.15,0.14991457622690876,541.1172727272726,0,"10,280,360 "
11:02:02,541.03,0.13687781847358035,541.1290909090909,0,"10,319,119 "
11:03:02,541.2,0.08573455092984132,541.1663636363636,0,"10,369,976 "
11:04:03,541.33,0.0819493897435471,541.1954545454545,0,"10,434,068 "
11:05:02,541.26,0.08025784892489275,541.1936363636364,0,"10,496,579 "
11:06:02,541.18,0.07988628281388235,541.19,0,"10,546,324 "
11:07:03,541.17,0.0784245702770636,541.1836363636364,0,"10,579,021 "
11:08:02,540.9,0.11179231038474806,541.1545454545454,-1,"10,622,500 "
11:09:03,540.85,0.14099410924920802,541.1345454545454,-1,"10,672,526 "
11:10:03,540.81,0.1667581016407133,541.0990909090907,0,"10,722,448 "
11:11:02,541.03,0.16387860857082956,541.0827272727272,0,"10,774,149 "
11:12:03,541.18,0.1652196134275838,541.0854545454545,0,"10,817,836 "
11:13:03,541.36,0.18157711291318804,541.1154545454546,0,"10,878,078 "
11:14:02,541.31,0.18884161888946915,541.1254545454547,0,"10,992,156 "
11:15:03,541.29,0.18521820948267007,541.1218181818182,0,"11,022,520 "
11:16:03,541.24,0.18394663257685168,541.12,0,"11,090,615 "
11:17:03,541.05,0.18388821613430809,541.1081818181818,0,"11,144,051 "
11:18:03,540.98,0.18617950992887172,541.0909090909091,0,"11,175,511 "
11:19:03,541.28,0.18277475638130974,541.1254545454545,0,"11,202,880 "
11:20:03,541.32,0.16770201830077197,541.1681818181819,0,"11,276,874 "
11:21:03,541.48,0.14693564116520788,541.2290909090909,0,"11,389,296 "
11:22:03,541.13,0.13710103652007138,541.2381818181819,0,"11,466,261 "
11:23:03,541.24,0.13586575776196455,541.2436363636363,0,"11,506,671 "
11:24:03,541.36,0.13586575776196455,541.2436363636363,0,"11,558,839 "
11:25:03,541.43,0.1452498559763744,541.2545454545455,0,"11,584,440 "
11:26:03,541.45,0.15570686593460095,541.2690909090908,0,"11,622,003 "
11:27:03,541.44,0.16276535867153916,541.2872727272727,0,"11,655,188 "
11:28:03,541.52,0.15643761463512348,541.33,0,"11,706,688 "
11:29:03,541.38,0.11064050937179502,541.3663636363636,0,"11,735,221 "
11:30:03,541.45,0.10936329630416637,541.3818181818182,0,"11,766,139 "
11:31:03,541.59,0.12227188238978791,541.4063636363636,0,"11,898,057 "
11:32:03,541.63,0.13717937825410467,541.42,0,"11,953,964 "
11:33:03,541.72,0.12836543908082862,541.4736363636364,0,"12,015,144 "
11:34:03,541.58,0.10764956921449788,541.5045454545455,0,"12,068,327 "
11:35:03,541.5,0.09761621596761232,541.5172727272728,0,"12,117,167 "
11:36:03,541.61,0.09669753473145042,541.5336363636364,0,"12,190,060 "
11:37:03,541.53,0.09307421725351997,541.540909090909,0,"12,229,248 "
11:38:03,541.48,0.08978394636455993,541.5445454545454,0,"12,361,419 "
11:39:03,541.44,0.09458915074159643,541.5372727272727,0,"12,410,130 "
11:40:03,541.36,0.09773467202432258,541.5354545454545,0,"12,460,264 "
11:41:03,541.09,0.1607986266953365,541.5027272727274,-1,"12,522,792 "
11:42:03,541.08,0.19814011237563245,541.4563636363637,0,"12,617,963 "
11:43:03,541.02,0.22528586064878744,541.4009090909091,0,"12,694,798 "
11:44:03,540.88,0.24562956722984755,541.3245454545454,0,"12,779,789 "
11:45:03,540.8,0.2727393936700548,541.2536363636364,0,"12,864,613 "
11:46:03,540.67,0.3068259258282135,541.1781818181818,0,"12,971,766 "
11:47:03,540.54,0.32365679200084335,541.080909090909,0,"13,055,041 "
11:48:03,540.54,0.323909486387662,540.990909090909,0,"13,138,062 "
